Manufacturer,Model,Description,AorM,Transmission,Engine Capacity,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Euro standard,Noise Level dB(A),Emissions CO [mg/km],THC Emissions [mg/km],Emissions NOx [mg/km],THC + NOx Emissions [mg/km],Particulates [No.] [mg/km],Date of change,Fuel Cost 12000 Miles,Tax band,Standard 12 months,Standard 6 Months,1st year 12 months,1st year 6 months,,,
VOLKSWAGEN,Touran,2.0 TDI 140PS SE,Manual,M6,1968,Diesel,6.6,4.6,5.3,42.8,61.4,53.3,140,5,74.0,241,,136,167,0.2,,"£1,504.53",E,£120.00,£66.00,£120.00,£66.00,,,
VOLKSWAGEN,Touran,2.0 TDI 140PS Sport,Manual,M6,1968,Diesel,6.6,4.6,5.3,42.8,61.4,53.3,140,5,74.0,241,,136,167,0.0,,"£1,504.53",E,£120.00,£66.00,£120.00,£66.00,,,
VOLKSWAGEN,Touran,2.0 TDI 170PS DSG Sport,Automatic,D6,1968,Diesel,7.0,5.0,5.7,40.4,56.5,49.6,151,5,68.0,166,,137,164,0.2,,"£1,616.76",G,£170.00,£93.50,£170.00,£93.50,,,
VOLKSWAGEN,VW UP,1.0 60PS BlueMotion Technology Move up!,Manual,M5,999,Petrol,5.0,3.6,4.1,56.5,78.5,68.9,96,5,71.0,335,32,29,,,,"£1,100.54",A,£0.00,NA,£0.00,NA,,,
VOLKSWAGEN,VW UP,1.0 60PS Move up!,Manual,M5,999,Petrol,5.6,3.9,4.5,50.4,72.4,62.8,105,5,71.0,328,34,29,,,,"£1,207.44",B,£20.00,NA,£0.00,NA,,,
VOLKSWAGEN,VW UP,1.0 60PS Take up!,Manual,M5,999,Petrol,5.6,3.9,4.5,50.4,72.4,62.8,105,5,71.0,328,34,29,,,,"£1,207.44",B,£20.00,NA,£0.00,NA,,,
VOLKSWAGEN,VW UP,1.0 75PS High up!,Manual,M5,999,Petrol,5.9,4.0,4.7,47.9,70.6,60.1,108,5,71.0,370,34,29,,,,"£1,261.69",B,£20.00,NA,£0.00,NA,,,
VOLKSWAGEN,VW UP,1.0 75PS up! Black,Manual,M5,999,Petrol,5.9,4.0,4.7,47.9,70.6,60.1,108,5,71.0,370,34,29,,,,"£1,261.69",B,£20.00,NA,£0.00,NA,,,
VOLKSWAGEN,VW UP,1.0 75PS up! White,Manual,M5,999,Petrol,5.9,4.0,4.7,47.9,70.6,60.1,108,5,71.0,370,34,29,,,,"£1,261.69",B,£20.00,NA,£0.00,NA,,,
VOLKSWAGEN,VW UP,1.0 MPI 60PS ASG,Automatic,A4,999,Petrol,5.3,3.9,4.4,53.3,72.4,64.2,103,5,71.0,373,34,29,,,,"£1,181.11",B,£20.00,NA,£0.00,NA,,,
VOLKSWAGEN,VW UP,1.0 MPI 75PS ASG,Automatic,A4,999,Petrol,5.5,4.0,4.5,51.4,70.6,62.8,105,5,68.0,588,40,35,,,,"£1,207.44",B,£20.00,NA,£0.00,NA,,,
VOLKSWAGEN C.V.,California Motor Home ,2.0 TDI 140PS ,Manual,M6,1968,Diesel,9.8,6.5,7.7,28.8,43.5,36.7,203,5,70.0,106,,180,219,0.6,,"£2,185.05",K,£270.00,£148.50,£600.00,NA,,,
VOLKSWAGEN C.V.,California Motor Home ,2.0 TDI 140PS 7spd DSG,Automatic,D7,1968,Diesel,10.4,6.9,8.2,27.2,40.9,34.4,216,5,73.0,49,,258,274,0.3,,"£2,331.15",K,£270.00,£148.50,£600.00,NA,,,
VOLKSWAGEN C.V.,California Motor Home ,2.0 TDI 180PS,Manual,M6,1968,Diesel,9.8,6.7,7.8,28.8,42.2,36.2,205,5,74.0,327,,182,232,0.2,,"£2,215.23",K,£270.00,£148.50,£600.00,NA,,,
VOLKSWAGEN C.V.,California Motor Home ,2.0 TDI 180PS 4MOTION,Manual,QM6,1968,Diesel,10.5,7.2,8.4,26.9,39.2,33.6,183,5,73.0,183,,181,218,0.0,,"£2,386.65",I,£215.00,£118.25,£325.00,NA,,,
VOLKSWAGEN C.V.,California Motor Home ,2.0 TDI 180PS 4MOTION 7speed DSG,Automatic,QD7,1968,Diesel,11.1,7.5,8.8,25.4,37.7,32.1,232,5,71.0,59,,215,231,1.0,,"£2,498.18",L,£460.00,£253.00,£815.00,NA,,,
VOLKSWAGEN C.V.,California Motor Home ,2.0 TDI 180PS 7spd DSG,Automatic,D7,1968,Diesel,10.2,6.9,8.1,27.7,40.9,34.9,214,5,72.0,116,,198,211,0.0,,"£2,297.75",K,£270.00,£148.50,£600.00,NA,,,
VOLKSWAGEN C.V.,New Caddy ( Passenger range ),1.6 TDI CR 102PS,Manual,M5,1598,Diesel,6.6,5.2,5.7,42.8,54.3,49.6,149,5,74.0,238,,106,151,0.0,,"£1,616.76",F,£135.00,£74.25,£135.00,£74.25,,,
VOLKSWAGEN C.V.,New Caddy ( Passenger range ),1.6 TDI CR 102PS BlueMotion,Manual,M5,1598,Diesel,5.9,4.7,5.1,47.9,60.1,55.4,134,5,74.0,160,,154,184,0.0,,"£1,447.50",E,£120.00,£66.00,£120.00,£66.00,,,
VOLKSWAGEN C.V.,New Caddy ( Passenger range ),1.6 TDI CR 102PS DSG,Automatic,D6,1598,Diesel,6.5,5.2,5.7,43.5,54.3,49.6,149,5,73.0,90,,138,160,0.0,,"£1,616.76",F,£135.00,£74.25,£135.00,£74.25,,,
VOLKSWAGEN C.V.,New Caddy ( Passenger range ),2.0 EcoFuel 109PS,Manual,M5,1984,CNG,11.9,6.9,8.7,23.7,40.9,32.5,156,5,74.0,481,37,6,,,,N/A,G,£170.00,£93.50,£170.00,£93.50,,,
VOLKSWAGEN C.V.,New Caddy ( Passenger range ),2.0 TDI CR 110PS 4MOTION,Manual,QM6,1598,Diesel,7.8,5.7,6.5,36.2,49.6,43.5,171,5,74.0,358,,115,176,0.0,,"£1,843.48",H,£195.00,£107.25,£275.00,NA,,,
VOLKSWAGEN C.V.,New Caddy ( Passenger range ),2.0 TDI CR 140PS,Manual,M6,1968,Diesel,7.5,5.4,6.1,37.7,52.3,46.3,161,5,73.0,191,,129,174,2.0,,"£1,732.00",G,£170.00,£93.50,£170.00,£93.50,,,
VOLKSWAGEN C.V.,New Caddy ( Passenger range ),2.0 TDI CR 140PS DSG,Automatic,D6,1968,Diesel,7.6,5.5,6.3,37.2,51.4,44.8,166,5,69.0,142,,141,159,0.0,,"£1,789.99",H,£195.00,£107.25,£275.00,NA,,,
VOLKSWAGEN C.V.,New Caddy Maxi ( Passenger Range),1.6 TDI CR 102PS,Manual,M5,1598,Diesel,6.7,5.3,5.8,42.2,53.3,48.7,152,5,74.0,238,,106,151,0.0,,"£1,646.64",G,£170.00,£93.50,£170.00,£93.50,,,
VOLKSWAGEN C.V.,New Caddy Maxi ( Passenger Range),1.6 TDI CR 102PS BlueMotion,Manual,M5,1598,Diesel,6.0,4.8,5.2,47.1,58.9,54.3,136,5,74.0,160,,154,184,0.0,,"£1,476.82",E,£120.00,£66.00,£120.00,£66.00,,,
VOLKSWAGEN C.V.,New Caddy Maxi ( Passenger Range),1.6 TDI CR 102PS DSG,Automatic,D6,1598,Diesel,6.6,5.3,5.8,42.8,53.3,48.7,152,5,73.0,90,,138,160,0.0,,"£1,646.64",G,£170.00,£93.50,£170.00,£93.50,,,
VOLKSWAGEN C.V.,New Caddy Maxi ( Passenger Range),2.0 EcoFuel 109PS,Manual,M5,1984,CNG,12.0,6.9,8.8,23.5,40.9,32.1,157,5,74.0,481,37,6,,,,N/A,G,£170.00,£93.50,£170.00,£93.50,,,
VOLKSWAGEN C.V.,New Caddy Maxi ( Passenger Range),2.0 TDI CR 110PS 4MOTION,Manual,QM6,1968,Diesel,7.8,5.7,6.5,36.2,49.6,43.5,171,5,74.0,358,,115,176,0.0,,"£1,843.48",H,£195.00,£107.25,£275.00,NA,,,
VOLKSWAGEN C.V.,New Caddy Maxi ( Passenger Range),2.0 TDI CR 140PS,Manual,M6,1968,Diesel,7.5,5.4,6.1,37.7,52.3,46.3,161,5,73.0,191,,129,174,2.0,,"£1,732.00",G,£170.00,£93.50,£170.00,£93.50,,,
VOLKSWAGEN C.V.,New Caddy Maxi ( Passenger Range),2.0 TDI CR 140PS DSG,Automatic,D6,1968,Diesel,9.6,5.5,6.3,37.2,51.4,44.8,166,5,69.0,142,,141,159,0.0,,"£1,789.99",H,£195.00,£107.25,£275.00,NA,,,
VOLKSWAGEN C.V.,T5 Shuttle,2.0 TDI 102PS,Manual,M5,1968,Diesel,9.5,6.1,7.3,29.7,46.3,38.7,193,5,72.0,152,,174,215,0.0,,"£2,072.13",J,£250.00,£137.50,£460.00,NA,,,
VOLKSWAGEN C.V.,T5 Shuttle,2.0 TDI 140PS,Manual,M6,1968,Diesel,9.6,6.3,7.5,29.4,44.8,37.7,198,5,71.0,106,,180,219,1.0,,"£2,127.09",J,£250.00,£137.50,£460.00,NA,,,
VOLKSWAGEN C.V.,T5 Shuttle,2.0 TDI 140PS 7speed DSG ,Automatic,D7,1968,Diesel,10.2,6.7,8.0,27.7,42.2,35.3,211,5,73.0,49,,258,274,0.0,,"£2,271.71",K,£270.00,£148.50,£600.00,NA,,,
VOLKSWAGEN C.V.,T5 Shuttle,2.0 TDI 180PS,Manual,M6,1968,Diesel,9.8,6.7,7.8,28.8,42.2,36.2,205,5,74.0,327,,182,232,0.0,,"£2,215.23",K,£270.00,£148.50,£600.00,NA,,,
VOLKSWAGEN C.V.,T5 Shuttle,2.0 TDI 84PS,Manual,M5,1968,Diesel,9.5,6.1,7.3,29.7,46.3,38.7,193,5,71.0,152,,174,215,0.0,,"£2,072.13",J,£250.00,£137.50,£460.00,NA,,,
VOLKSWAGEN C.V.,T5 Window Van,2.0 TDI 102PS,Manual,M5,1968,Diesel,9.5,6.1,7.3,29.7,46.3,38.7,193,5,72.0,152,,174,215,0.0,,"£2,072.13",J,£250.00,£137.50,£460.00,NA,,,
VOLKSWAGEN C.V.,T5 Window Van,2.0 TDI 140PS,Manual,M6,1968,Diesel,9.6,6.3,7.5,29.4,44.8,37.7,198,5,71.0,106,,180,219,1.0,,"£2,127.09",J,£250.00,£137.50,£460.00,NA,,,
VOLKSWAGEN C.V.,T5 Window Van,2.0 TDI 140PS 4MOTION,Manual,QM6,1968,Diesel,10.2,6.9,8.1,27.7,40.9,34.9,214,5,76.0,15,,250,273,1.0,,"£2,297.75",K,£270.00,£148.50,£600.00,NA,,,
VOLKSWAGEN C.V.,T5 Window Van,2.0 TDI 140PS 7speed DSG,Automatic,D7,1968,Diesel,10.2,6.7,8.0,27.7,42.2,35.3,211,5,73.0,49,,258,274,0.0,,"£2,271.71",K,£270.00,£148.50,£600.00,NA,,,
VOLKSWAGEN C.V.,T5 Window Van,2.0 TDI 180PS,Manual,M6,1968,Diesel,9.6,6.5,7.6,29.4,43.5,37.2,199,5,74.0,327,,182,232,0.0,,"£2,155.68",J,£250.00,£137.50,£460.00,NA,,,
VOLKSWAGEN C.V.,T5 Window Van,2.0 TDI 84PS,Manual,M5,1968,Diesel,9.5,6.1,7.3,29.7,46.3,38.7,193,5,71.0,152,,174,215,0.0,,"£2,072.13",J,£250.00,£137.50,£460.00,NA,,,
VOLVO,C30 Model Year 13,2.0,Manual,5MT,1999,Petrol,10.8,5.8,7.6,26.2,48.7,37.2,177,5,71.0,549,59,22,,,,"£2,038.37",I,£215.00,£118.25,£325.00,NA,,,
VOLVO,C30 Model Year 13,D2 ,Manual,6MT,1560,Diesel,5.3,3.8,4.3,53.3,74.3,65.7,114,5,70.0,137,,131,145,1.0,,"£1,220.57",C,£30.00,NA,£0.00,NA,,,
VOLVO,C30 Model Year 13,D2 Start/Stop,Manual,6MT,1560,Diesel,4.2,3.3,3.6,67.3,85.6,78.5,94,5,70.0,104,,161,168,1.1,,"£1,021.55",A,£0.00,NA,£0.00,NA,,,
VOLVO,C30 Model Year 13,D3 Auto,Automatic,6AT,1984,Diesel,7.9,4.6,5.8,35.8,61.4,48.7,154,5,71.0,148,,136,152,0.6,,"£1,646.64",G,£170.00,£93.50,£170.00,£93.50,,,
VOLVO,C30 Model Year 13,D3 Manual,Manual,6MT,1984,Diesel,6.8,4.2,5.1,41.5,67.3,55.4,134,5,72.0,273,,145,168,0.2,,"£1,447.50",E,£120.00,£66.00,£120.00,£66.00,,,
VOLVO,C30 Model Year 13,T5 Auto,Automatic,5AT,2521,Petrol,13.5,6.5,9.0,20.9,43.5,31.4,211,5,74.0,236,29,29,,,,"£2,414.88",K,£270.00,£148.50,£600.00,NA,,,
VOLVO,C30 Model Year 13,T5 Manual,Manual,6MT,2521,Petrol,12.6,6.4,8.0,22.4,44.1,32.5,203,5,71.0,230,38,16,,,,"£2,333.15",K,£270.00,£148.50,£600.00,NA,,,
VOLVO,C30 Model Year 2012,2.0 Manual,Manual,M5,1999,Petrol,10.8,5.8,7.6,26.2,48.7,37.2,177,5,71.0,549,59,53,,,,"£2,038.37",I,£215.00,£118.25,£325.00,NA,,,
VOLVO,C30 Model Year 2012,D2 Manual,Manual,M6,1560,Diesel,5.2,3.8,4.3,54.3,74.3,65.7,114,5,70.0,149,,152,167,1.0,,"£1,220.57",C,£30.00,NA,£0.00,NA,,,
VOLVO,C30 Model Year 2012,D3 Auto,Automatic,A6,1984,Diesel,7.9,4.6,5.8,35.8,61.4,48.7,154,5,71.0,230,,157,176,1.0,,"£1,646.64",G,£170.00,£93.50,£170.00,£93.50,,,
VOLVO,C30 Model Year 2012,D3 Manual,Manual,M6,1984,Diesel,7.0,4.0,5.1,40.4,70.6,55.4,134,5,72.0,375,,146,175,2.0,,"£1,447.50",E,£120.00,£66.00,£120.00,£66.00,,,
VOLVO,C30 Model Year 2012,D4 Auto,Automatic,A6,1984,Diesel,7.9,4.6,5.8,35.8,61.4,48.7,154,5,70.0,230,,157,176,1.0,,"£1,646.64",G,£170.00,£93.50,£170.00,£93.50,,,
VOLVO,C30 Model Year 2012,D4 Manual,Manual,M6,1984,Diesel,7.0,4.0,5.1,40.4,70.6,55.4,134,5,71.0,375,,146,175,2.0,,"£1,447.50",E,£120.00,£66.00,£120.00,£66.00,,,
VOLVO,C30 Model Year 2012,DRIVe,Manual,M6,1560,Diesel,4.3,3.5,3.8,65.7,80.7,74.3,99,5,70.0,142,,139,151,1.0,,"£1,079.29",A,£0.00,NA,£0.00,NA,,,
VOLVO,C30 Model Year 2012,T5 Auto,Automatic,A6,2521,Petrol,13.5,6.5,9.0,20.9,43.5,31.4,211,5,74.0,236,29,29,,,,"£2,414.88",K,£270.00,£148.50,£600.00,NA,,,
VOLVO,C30 Model Year 2012,T5 Manual,Manual,M5,2521,Petrol,12.6,6.4,8.7,22.4,44.1,32.5,203,5,71.0,230,38,16,,,,"£2,333.15",K,£270.00,£148.50,£600.00,NA,,,
VOLVO,C70 Model Year 13,D3 Automatic,Automatic,6AT,1984,Diesel,8.7,5.1,6.4,32.5,55.4,44.1,169,5,72.0,406,,154,180,0.4,,"£1,818.40",H,£195.00,£107.25,£275.00,NA,,,
VOLVO,C70 Model Year 13,D3 Manual,Manual,6MT,1984,Diesel,7.9,4.6,5.9,35.8,61.4,47.9,154,5,73.0,141,,141,157,0.4,,"£1,674.14",G,£170.00,£93.50,£170.00,£93.50,,,
VOLVO,C70 Model Year 13,D4 Automatic,Automatic,6AT,1984,Diesel,8.7,5.1,6.4,32.5,55.4,44.1,169,5,72.0,406,,154,180,0.4,,"£1,818.40",H,£195.00,£107.25,£275.00,NA,,,
VOLVO,C70 Model Year 13,D4 Manual,Manual,6MT,1984,Diesel,7.7,4.8,5.9,36.7,58.9,47.9,154,5,73.0,141,,141,157,0.4,,"£1,674.14",G,£170.00,£93.50,£170.00,£93.50,,,
VOLVO,C70 Model Year 13,T5,Automatic,5AT,2521,Petrol,14.0,6.7,9.4,20.2,42.2,30.1,219,5,73.0,223,36,26,,,,"£2,519.18",K,£270.00,£148.50,£600.00,NA,,,
VOLVO,C70 Model Year 2012,D3 Auto,Automatic,A6,1984,Diesel,8.7,5.1,6.4,32.5,55.4,44.1,169,5,73.0,361,,149,177,1.0,,"£1,818.40",H,£195.00,£107.25,£275.00,NA,,,
VOLVO,C70 Model Year 2012,D3 Manual,Manual,M6,1984,Diesel,7.9,4.6,5.9,35.8,61.4,47.9,154,5,72.0,264,,164,180,1.0,,"£1,674.14",G,£170.00,£93.50,£170.00,£93.50,,,
VOLVO,C70 Model Year 2012,D4 Auto,Automatic,A6,1984,Diesel,8.7,5.1,6.4,32.5,55.4,44.1,169,5,73.0,361,,149,177,1.0,,"£1,818.40",H,£195.00,£107.25,£275.00,NA,,,
VOLVO,C70 Model Year 2012,D4 Manual,Manual,M6,1984,Diesel,7.9,4.6,5.9,35.8,61.4,47.9,154,5,72.0,264,,164,180,1.0,,"£1,674.14",G,£170.00,£93.50,£170.00,£93.50,,,
VOLVO,C70 Model Year 2012,T5 Auto,Automatic,A5,2521,Petrol,14.0,6.7,9.4,20.2,42.2,30.1,219,5,73.0,223,36,26,,,,"£2,519.18",K,£270.00,£148.50,£600.00,NA,,,
VOLVO,S40 Model Year 2012,2.0 Manual,Manual,M5,1999,Petrol,10.8,5.7,7.6,26.2,49.6,37.2,176,5,71.0,536,51,19,,,,"£2,038.37",I,£215.00,£118.25,£325.00,NA,,,
VOLVO,S40 Model Year 2012,D2 Manual,Manual,M6,1560,Diesel,5.2,3.8,4.3,54.3,74.3,65.7,114,5,70.0,149,,152,167,1.0,,"£1,220.57",C,£30.00,NA,£0.00,NA,,,
VOLVO,S40 Model Year 2012,D3 Auto,Automatic,A6,1984,Diesel,7.6,4.5,5.6,37.2,62.8,50.4,149,5,71.0,191,,144,162,2.0,,"£1,591.10",F,£135.00,£74.25,£135.00,£74.25,,,
VOLVO,S40 Model Year 2012,D3 Manual,Manual,M6,1984,Diesel,7.0,4.0,5.1,40.4,70.6,55.4,134,5,71.0,375,,146,175,2.0,,"£1,447.50",E,£120.00,£66.00,£120.00,£66.00,,,
VOLVO,S40 Model Year 2012,D4 Auto,Automatic,A6,1984,Diesel,7.6,4.5,5.6,37.2,62.8,50.4,149,5,71.0,191,,144,162,1.0,,"£1,591.10",F,£135.00,£74.25,£135.00,£74.25,,,
VOLVO,S40 Model Year 2012,D4 Manual,Manual,M6,1984,Diesel,7.0,4.0,5.1,40.4,70.6,55.4,134,5,71.0,375,,146,175,2.0,,"£1,447.50",E,£120.00,£66.00,£120.00,£66.00,,,
VOLVO,S40 Model Year 2012,DRIVe,Manual,M6,1560,Diesel,4.6,3.3,3.8,61.4,85.6,74.3,99,5,70.0,142,,139,151,1.0,,"£1,079.29",A,£0.00,NA,£0.00,NA,,,
VOLVO,S40 Model Year 2012,T5 Auto,Automatic,A6,2521,Petrol,13.5,6.5,9.0,20.9,43.5,31.4,211,5,74.0,342,37,31,,,,"£2,414.88",K,£270.00,£148.50,£600.00,NA,,,
VOLVO,S60 Model Year 13,D2 Auto,Automatic,6AT,1560,Diesel,4.9,4.0,4.3,57.7,70.6,65.7,114,5,72.0,96,,142,150,1.2,,"£1,220.57",C,£30.00,NA,£0.00,NA,,,
VOLVO,S60 Model Year 13,D2 Manual,Manual,6MT,1560,Diesel,5.1,3.9,4.3,55.4,72.4,65.7,114,5,73.0,117,,124,135,1.2,,"£1,220.57",C,£30.00,NA,£0.00,NA,,,
VOLVO,S60 Model Year 13,D3 Auto,Automatic,6AT,1984,Diesel,6.8,4.6,5.4,41.5,61.4,52.3,143,5,68.0,160,,114,130,0.6,,"£1,533.30",F,£135.00,£74.25,£135.00,£74.25,,,
VOLVO,S60 Model Year 13,D3 Manual,Manual,6MT,1984,Diesel,5.1,3.9,4.3,55.4,72.4,65.7,114,5,70.0,195, ,105,121,0.9,,"£1,220.57",C,£30.00,NA,£0.00,NA,,,
VOLVO,S60 Model Year 13,D4 Auto,Automatic,6AT,1984,Diesel,6.8,4.6,5.4,41.5,61.4,52.3,143,5,68.0,160,,114,130,0.6,,"£1,533.30",F,£135.00,£74.25,£135.00,£74.25,,,
VOLVO,S60 Model Year 13,D4 Manual,Manual,6MT,1984,Diesel,5.1,3.9,4.3,55.4,72.4,65.7,114,5,71.0,230,,107,130,0.9,,"£1,220.57",C,£30.00,NA,£0.00,NA,,,
VOLVO,S60 Model Year 13,D5 Auto,Automatic,6AT,2400,Diesel,8.1,4.6,5.9,34.9,61.4,47.9,154,5,70.0,428,,135,168,0.4,,"£1,674.14",G,£170.00,£93.50,£170.00,£93.50,,,
VOLVO,S60 Model Year 13,D5 Manual,Manual,6MT,2400,Diesel,5.7,3.8,4.5,49.6,74.3,62.8,119,5,73.0,383,,118,151,0.3,,"£1,276.93",C,£30.00,NA,£0.00,NA,,,
VOLVO,S60 Model Year 13,T3 Auto,Automatic,6AT,1596,Petrol,9.6,5.6,7.1,29.4,50.4,39.8,164,5,71.0,282,44,22,,,,"£1,905.21",G,£170.00,£93.50,£170.00,£93.50,,,
VOLVO,S60 Model Year 13,T3 Manual,Manual,6MT,1596,Petrol,7.4,4.9,5.8,38.2,57.5,48.7,135,5,71.0,251,40,20,,,,"£1,557.03",E,£120.00,£66.00,£120.00,£66.00,,,
VOLVO,S60 Model Year 13,T4 Auto,Automatic,6AT,1596,Petrol,9.6,5.6,7.1,29.4,50.4,39.8,164,5,71.0,282,44,22,,,,"£1,905.21",G,£170.00,£93.50,£170.00,£93.50,,,
VOLVO,S60 Model Year 13,T4 Manual,Manual,6MT,1596,Petrol,8.6,5.1,6.4,32.8,55.4,44.1,149,5,71.0,382,49,14,,,,"£1,719.44",F,£135.00,£74.25,£135.00,£74.25,,,
VOLVO,S60 Model Year 13,T5 Auto,Automatic,6AT,1999,Petrol,11.4,6.2,8.1,24.8,45.6,34.9,189,5,72.0,171,29,20,,,,"£2,172.70",J,£250.00,£137.50,£460.00,NA,,,
VOLVO,S60 Model Year 13,T5 Manual,Manual,6MT,1999,Petrol,11.2,6.0,7.9,25.2,47.1,35.8,184,5,71.0,199,41,21,,,,"£2,118.08",I,£215.00,£118.25,£325.00,NA,,,
VOLVO,S60 Model Year 13,T6 AWD Auto,Automatic,6AT,2953,Petrol,14.5,7.3,9.9,19.5,38.7,28.5,231,5,74.0,224,27,33,,,,"£2,660.61",L,£460.00,£253.00,£815.00,NA,,,
VOLVO,S60 Model Year 2012,D3 Auto,Automatic,A6,1984,Diesel,6.8,4.6,5.4,41.5,61.4,52.3,142,5,68.0,154,,135,147,1.0,,"£1,533.30",F,£135.00,£74.25,£135.00,£74.25,,,
VOLVO,S60 Model Year 2012,D3 Manual,Manual,M6,1984,Diesel,6.3,4.1,4.9,44.8,68.9,57.7,129,5,71.0,230,,107,130,1.0,,"£1,389.80",D,£100.00,£55.00,£0.00,NA,,,
VOLVO,S60 Model Year 2012,D5 Auto,Automatic,A6,2400,Diesel,8.1,4.6,5.9,34.9,61.4,47.9,154,5,72.0,277,,131,153,0.0,,"£1,674.14",G,£170.00,£93.50,£170.00,£93.50,,,
VOLVO,S60 Model Year 2012,D5 Manual,Manual,M6,2400,Diesel,5.8,4.1,4.7,48.7,68.9,60.1,124,5,73.0,383,,118,151,0.0,,"£1,334.30",D,£100.00,£55.00,£0.00,NA,,,
VOLVO,S60 Model Year 2012,DRIVe,Manual,M6,1560,Diesel,5.1,3.9,4.3,55.4,72.4,65.7,114,5,73.0,77,,107,120,1.0,,"£1,220.57",C,£30.00,NA,£0.00,NA,,,
VOLVO,S60 Model Year 2012,T3 Manual,Manual,M6,1595,Petrol,8.6,5.3,6.6,32.8,53.3,42.8,152,5,70.0,397,37,17,,,,"£1,771.67",G,£170.00,£93.50,£170.00,£93.50,,,
VOLVO,S60 Model Year 2012,T4 Auto,Automatic,A6,1595,Petrol,10.1,5.9,7.4,28.0,47.9,38.2,173,5,73.0,524,65,22,,,,"£1,985.01",H,£195.00,£107.25,£275.00,NA,,,
VOLVO,S60 Model Year 2012,T4 Manual,Manual,M6,1595,Petrol,8.6,5.3,6.6,32.8,53.3,42.8,152,5,70.0,397,37,17,,,,"£1,771.67",G,£170.00,£93.50,£170.00,£93.50,,,
VOLVO,S60 Model Year 2012,T5 Auto,Automatic,A6,1999,Petrol,11.2,6.6,8.3,25.2,42.8,34.0,193,5,73.0,524,65,22,,,,"£2,230.21",J,£250.00,£137.50,£460.00,NA,,,
VOLVO,S60 Model Year 2012,T5 Manual,Manual,M6,1999,Petrol,10.9,6.2,7.9,25.9,45.6,35.8,184,5,69.0,318,55,30,,,,"£2,118.08",I,£215.00,£118.25,£325.00,NA,,,
VOLVO,S60 Model Year 2012,T6 AWD Auto,Automatic,A6,2953,Petrol,14.5,7.3,9.9,19.5,38.7,28.5,231,5,74.0,224,27,33,,,,"£2,660.61",L,£460.00,£253.00,£815.00,NA,,,
VOLVO,S80 Model Year 13,D2 Auto,Automatic,6AT,1560,Diesel,5.1,4.2,4.5,55.4,67.3,62.8,119,5,70.0,84,,157,165,1.1,,"£1,276.93",C,£30.00,NA,£0.00,NA,,,
VOLVO,S80 Model Year 13,D3 Auto,Automatic,6AT,1984,Diesel,7.1,4.7,5.6,39.8,60.1,50.4,148,5,69.0,152,,125,142,0.7,,"£1,591.10",F,£135.00,£74.25,£135.00,£74.25,,,
VOLVO,S80 Model Year 13,D3 Manual,Manual,6MT,1984,Diesel,5.1,3.9,4.3,55.4,72.4,65.7,114,5,69.0,177,,137,148,0.9,,"£1,220.57",C,£30.00,NA,£0.00,NA,,,
VOLVO,S80 Model Year 13,D4 Auto,Automatic,6AT,1984,Diesel,7.1,4.7,5.6,39.8,60.1,50.4,148,5,69.0,152,,125,142,0.7,,"£1,591.10",F,£135.00,£74.25,£135.00,£74.25,,,
VOLVO,S80 Model Year 13,D4 Manual,Manual,6MT,1984,Diesel,5.1,3.9,4.3,55.4,72.4,65.7,114,5,72.0,251,,108,132,0.9,,"£1,220.57",C,£30.00,NA,£0.00,NA,,,
VOLVO,S80 Model Year 13,D5 Auto,Automatic,6AT,2400,Diesel,8.4,4.7,6.1,33.6,60.1,46.3,159,5,70.0,398,,139,171,0.7,,"£1,732.00",G,£170.00,£93.50,£170.00,£93.50,,,
VOLVO,S80 Model Year 13,D5 Manual,Manual,6MT,2400,Diesel,5.6,4.0,4.6,50.4,70.6,61.4,120,5,74.0,378,,119,149,0.3,,"£1,306.05",C,£30.00,NA,£0.00,NA,,,
VOLVO,S80 Model Year 13,T6 AWD Auto,Automatic,6AT,2953,Petrol,14.5,7.3,9.9,19.5,38.7,28.5,231,5,74.0,239,35,23,,,,"£2,660.61",L,£460.00,£253.00,£815.00,NA,,,
VOLVO,S80 Model Year 2012,D3 Auto,Automatic,A6,1984,Diesel,7.1,4.7,5.6,39.8,60.1,50.4,148,5,73.0,164,,125,138,2.0,,"£1,591.10",F,£135.00,£74.25,£135.00,£74.25,,,
VOLVO,S80 Model Year 2012,D3 Manual,Manual,M6,1984,Diesel,6.2,4.2,4.9,45.6,67.3,57.7,129,5,72.0,251,,108,132,1.0,,"£1,389.80",D,£100.00,£55.00,£0.00,NA,,,
VOLVO,S80 Model Year 2012,D5 Auto,Automatic,A6,2400,Diesel,8.4,4.7,6.1,33.6,60.1,46.3,159,5,74.0,398,,139,171,1.0,,"£1,732.00",G,£170.00,£93.50,£170.00,£93.50,,,
VOLVO,S80 Model Year 2012,D5 Manual,Manual,M6,2400,Diesel,6.1,4.2,4.9,46.3,67.3,57.7,129,5,74.0,378,,119,149,0.0,,"£1,389.80",D,£100.00,£55.00,£0.00,NA,,,
VOLVO,S80 Model Year 2012,DRIVe Manual,Manual,M6,1590,Diesel,5.3,4.0,4.5,53.3,70.6,62.8,119,5,72.0,234,,145,164,0.0,,"£1,276.93",C,£30.00,NA,£0.00,NA,,,
